rest_name,address_rd,price_range,pri_category,sec_category,collection,comments,rating,likes,dislikes
爭鮮迴轉壽司 Sushi Express,金馬倫道,$51-100,日本菜,壽司-刺身,288,7,4.3,2,0
定食 Doraya (厚福街) Japanese Restaurant Doraya (Hau Fook Street),厚福街,$101-200,日本菜,壽司-刺身,36838,465,4,337,11
元気寿司 Genki Sushi,加連威老道,$101-200,日本菜,壽司-刺身,1211,55,3.8,29,0
嵐橋丼飯專門店 Ranbashi Donburi Restaurant,棉登徑白蘭軒道,$101-200,日本菜,壽司-刺身,25488,546,4.4,501,6
鉄火堂 (厚福街) TEKKA (Hau Fook Street),厚福街,$101-200,日本菜,壽司-刺身,13769,426,3.8,236,22
逸 壽司,亞士厘道,$101-200,日本菜,壽司-刺身,4681,231,4.4,217,3
鮨樂 (加連威大廈) Sushi Raku (Granville Building),加連威老道,$101-200,日本菜,壽司-刺身,5349,82,4.2,59,4
錦丼 (iSQUARE國際廣場) Nishiki Don (iSQUARE),彌敦道,$101-200,日本菜,小食店,7292,268,3.4,123,44
絆 Kizuna,漆咸道,$101-200,日本菜,"居酒屋,串燒",3476,97,4.5,94,1
燒烤堂 Skewer Kitchen,厚福街,$101-200,日本菜,"居酒屋,串燒",5970,59,4.2,45,2
微笑韓國料理 Korean Izakaya Miso,厚福街,$101-200,其他亞洲菜,"居酒屋,串燒",4651,54,4.2,44,6
味道樂居酒屋 (河內道) Ajidouraku (Hanoi Road),河內道,$101-200,日本菜,"居酒屋,串燒",18053,680,4.3,615,15
令和鍋物酒場 Reiwa ShabuShabu & Sake,厚福街,$101-200,日本菜,"居酒屋,串燒",7829,297,4.4,273,4
平成 Heisei,棉登徑,$101-200,日本菜,"居酒屋,串燒",5423,264,4.3,237,7
八居酒屋 8 Izakaya Yakitori,天文臺道,$101-200,日本菜,"居酒屋,串燒",8816,163,3.8,116,10
燒鳥屋本 Yakitoriya Hon,柯士甸道,$101-200,日本菜,"居酒屋,串燒",585,15,4.5,11,0
花月居酒屋 Hanatsuki Izakaya,加連威老道,$101-200,日本菜,壽司-刺身,2206,111,3.7,86,8
蔵鳶居酒屋 Kura Tobi,加拿分道,$101-200,日本菜,壽司-刺身,6315,196,4.4,178,4
志 Kokorozashi,亞士厘道,$801以上,日本菜,壽司-刺身,16708,166,4.2,125,10
鮨見 Sushi mi,亞士厘道,$801以上,日本菜,壽司-刺身,10137,267,4,202,30
鮨鳶 Sushi Tobi,加拿分道,$801以上,日本菜,廚師發辦,9670,69,3.9,39,7
釧 Kushiro,梳士巴利道,$801以上,日本菜,fine-dining,6314,45,4.4,34,2
Oystermine Restaurant,廣東道,$101-200,西式,"壽司-刺身,酒店餐廳,自助餐",7680,63,3.7,35,10
德美壽司 Sushi Tokumi,厚福街,$101-200,日本菜,壽司-刺身,28683,737,4,550,20
元気寿司 Genki Sushi,廣東道,$101-200,日本菜,壽司-刺身,1372,50,3.7,16,1
太郎居酒屋 Tarou Izakaya,廣東道,$201-400,日本菜,壽司-刺身,3200,173,4.3,162,0
晴空日本料理 Seikuu,金巴利道,$201-400,日本菜,壽司-刺身,8806,311,4.5,285,2
鳥炎屋 Torienya,亞士厘道,$201-400,日本菜,壽司-刺身,11955,219,4.1,159,11
稻庭養助 Inaniwa Yosuke,北京道,$201-400,日本菜,壽司-刺身,19394,126,3.7,73,6
Akoya,寶勒巷,$201-400,日本菜,"居酒屋,串燒",8307,112,4.5,106,0
円相 ENSO,漆咸道,$201-400,日本菜,"居酒屋,串燒",1140,13,4.2,9,0
Sake Bar MURA,柯士甸道,$201-400,日本菜,"居酒屋,串燒",523,3,4.5,1,0
牛匠石燒 Kausumisu,金馬倫道,$201-400,日本菜,"居酒屋,拉麵,燒烤,烤肉,烏冬",11905,406,4.3,355,8
古今二 KOKON2,彌敦道,$201-400,日本菜,壽司-刺身,3797,232,4.4,220,6
Jan Jan 串揚專門店 (尊豪坊) Jan Jan Kushikatsu (Soho Tower),廣東道,$201-400,日本菜,"居酒屋,串燒",21321,240,4.2,192,1
海陽。居酒屋 Kaiyō,梳士巴利道,$201-400,日本菜,"居酒屋,串燒",26982,280,3.8,167,43
鮨千寿 (The ONE) Sushi Senju (The ONE),彌敦道,$201-400,日本菜,壽司-刺身,8586,80,3.9,43,7
梅丘壽司の美登利総本店 (美麗華廣場) Umegaoka Sushi No Midori Souhonten (Mira Place),彌敦道,$201-400,日本菜,壽司-刺身,1990,34,3.5,12,7
木戶 KIDO,棉登徑,$201-400,日本菜,"居酒屋,串燒",17313,162,4.2,124,7
純燒鳥 Jun Yakitori Japanese,山林道,$201-400,日本菜,"居酒屋,串燒",3363,79,3.6,57,10
壽司芳 Sushi Yoshi,金馬倫道,$801以上,日本菜,壽司-刺身,13118,58,4,36,5
來一燙冒菜麻辣燙,北京道,$51-100,其他中菜,粉麵-米線,2449,22,3.7,6,2
大宮 Omiya,柯士甸道,$51-100,日本菜,烏冬,660,22,3.8,17,2
悠活‧丼 Leisure Corner,加連威老道,$51-100,日本菜,拉麵,207,7,3.6,4,1
博多拉麵別天神 Betsutenjin,亞士厘道,$51-100,日本菜,拉麵,5667,335,4,266,9
富士山55 (拉麵沾麵專門店) Fujiyama 55 (ramen.tsukemen),麼地道,$51-100,日本菜,拉麵,18287,358,3.6,209,35
陽一,山林道,$51-100,日本菜,拉麵,128,6,4,4,0
八番麵工房 Hachiban Menkoubou,廣東道,$51-100,日本菜,拉麵,137,9,3.1,2,2
拉麵來 Ramen Kureha,加拿分道,$51-100,日本菜,拉麵,1598,53,3.9,31,5
風雲丸 Fuunmaru,麼地道,$51-100,日本菜,拉麵,6421,356,3.9,244,39
三田製麵所 (K11購物藝術館) Tsukemen Mitaseimenjo (K11 Art Mall),河內道,$51-100,日本菜,拉麵,6375,237,3.7,124,13
霸嗎拉麵 (金巴利道) Ramen Bari-Uma (Kimberley Road),金巴利道,$51-100,日本菜,拉麵,33137,908,3.9,624,45
Mokumoku Yakiton (厚福街),厚福街,$201-400,日本菜,"居酒屋,串燒",24008,532,4.5,497,13
黑門水產すいさん KUROMON AQUATIC JAPANESE RESTAURANT,棉登徑,$201-400,日本菜,壽司-刺身,33948,794,4.4,687,34
Wagyu Ya,金馬倫道,$201-400,日本菜,"居酒屋,串燒",11698,338,4.5,319,5
一喜日本料理 Ikki Japanese Restaurant,寶勒巷,$201-400,日本菜,壽司-刺身,13430,150,4.2,137,3
泓居酒屋 Fuchi Izakaya,廣東道,$201-400,日本菜,"居酒屋,串燒",829,72,4.5,70,0
Hea Ha Hea Ha 居酒屋,寶勒巷,$201-400,日本菜,"居酒屋,串燒",758,40,4.3,40,0
火赤 Akai Honoo,寶勒巷,$201-400,日本菜,"居酒屋,串燒",2465,22,4.5,17,0
螢火蟲 HOTARU,柯士甸道,$201-400,西式,"居酒屋,串燒",267,26,4.3,25,0
戀 Tsukiau,北京道,$201-400,日本菜,壽司-刺身,1414,48,4.6,44,2
京都一の傳 Kyoto Ichinoden,廣東道,$201-400,日本菜,"居酒屋,串燒",30839,250,3.7,121,31
大阪日本料理 Osaka Japanese Restaurant,麼地道,$201-400,日本菜,壽司-刺身,2284,24,4,14,2
南瀛水產 Nan Ei Sui San,金馬倫道,$201-400,日本菜,壽司-刺身,37113,868,4.3,764,29
Sakeh,天文臺道,$201-400,日本菜,"居酒屋,串燒",12301,393,4.5,368,7
炎鳥羽 Izakaya - Honotorihane,厚福街,$201-400,日本菜,壽司-刺身,14567,251,4.3,227,1
天沢 Amasawa,麼地道,$801以上,日本菜,廚師發辦,6530,24,4.5,19,0
壽司豐 Sushi Yutaka,漆咸道,$801以上,日本菜,壽司-刺身,6548,284,4.7,273,2
鮨燐 Sushi Rin,中間道,$801以上,日本菜,fine-dining,7282,164,4.7,152,4
Sushi Tokami,廣東道,$801以上,日本菜,廚師發辦,16376,65,4.4,50,3
麺処一家 Ramen Ikka,厚福街,$51-100,日本菜,拉麵,9811,193,4,122,3
天然豚骨拉麵專門店一蘭 ICHIRAN,棉登徑,$51-100,日本菜,拉麵,19518,474,3.6,208,48
神山麺屋 (新聲大廈) Kanzan Menya (Sands Building),漢口道,$51-100,日本菜,拉麵,5429,163,4.3,132,4
一沢拉麵 Ichisawa Ramen,梳士巴利道,$51-100,日本菜,拉麵,791,56,3.6,32,5
日暮家 麵匠 Higureya Menso,宜昌街,$51-100,日本菜,拉麵,3745,26,4.5,21,1
拉麵Jo Ramen Jo,柯士甸道,$51-100,日本菜,拉麵,3654,130,2.9,27,26
麵屋豚豚拍子 Menya Tontonbyoushi,加連威老道,$51-100,日本菜,拉麵,2693,144,3.7,109,8
鬼金棒 Kikanbo,金馬倫道,$101-200,日本菜,拉麵,13369,624,4.3,531,5
山頭火 (國際廣場) Ramen Santouka (iSQUARE),彌敦道,$101-200,日本菜,拉麵,2780,168,3.3,69,25
元祖沾麵專門店 Ganso Tsukemen,厚福街,$101-200,日本菜,拉麵,23271,1129,3.8,806,129
麵屋一平安 Noodle House Ippei-An,彌敦道,$101-200,日本菜,拉麵,5807,384,3.5,200,34
麵屋一平安 Noodle House Ippei-An,加連威老道,$101-200,日本菜,拉麵,3444,135,3.4,68,17
一風堂 (新港中心) Ippudo HK (Silvercord Tower),廣東道,$101-200,日本菜,小食店,9350,564,3.6,281,57
金色不如帰 (H Zentre) Ramen House Konjiki Hototogisu (H Zentre),中間道,$101-200,日本菜,拉麵,4800,181,4.3,143,6
酔々炭火燒居酒屋 YoiYoi Charcoal Grill & Sake Bar,山林道,$401-800,日本菜,"居酒屋,串燒",2986,23,4.4,19,0
宴 尖沙咀 EN Tsim Sha Tsui,金馬倫道,$401-800,日本菜,壽司-刺身,12019,190,4.1,148,10
影の鳥 Kageno Tori,亞士厘道,$401-800,日本菜,"居酒屋,串燒",7223,40,4.3,29,2
和宴 Wa-En Yakiniku,彌敦道,$401-800,日本菜,"居酒屋,串燒",9064,152,4.1,124,2
黑木 MOKUTAN,金巴利道,$401-800,日本菜,"居酒屋,串燒",12349,413,4.4,397,4
琥酌,海防道,$201-400,日本菜,"居酒屋,串燒",10075,476,4.1,423,4
鮨白鳥 Sushi Hakucho,棉登徑,$801以上,日本菜,廚師發辦,6331,75,4.3,66,1
鮨わだつみ Sushi Wadatsumi,梳士巴利道,$801以上,日本菜,"廚師發辦,飲o野傾計,壽司-刺身",7757,35,4.2,22,0
丸亀製麵 (iSQUARE國際廣場) Marugame Seimen (iSQUARE),彌敦道,$51-100,日本菜,烏冬,8150,286,3.6,146,16
大門橫丁 (厚福街) Dai Mon Yokocho (Hau Fook Street),厚福街,$51-100,日本菜,"居酒屋,串燒",4181,185,3.6,73,19
影舞者 Imagine,樂道,$51-100,西式,粉麵-米線,554,8,3.7,8,0
萬豚屋 Mochi Cafe,赫德道,$101-200,日本菜,烏冬,18901,835,3.6,482,102
駅前屋 EKIMAE-YA,梳士巴利道,$101-200,日本菜,烏冬,498,20,3.8,11,0
皇玥餅藝 Imperial Patisserie,加連威老道,$51-100,港式/粵菜,西式糕點,594,34,4.3,25,0
一幻拉麵 Ebisoba Ichigen,廣東道,$101-200,日本菜,拉麵,11744,471,3.9,245,24
阿夫利拉麵 (The ONE) AFURI Ramen + Dumpling (The ONE),彌敦道,$101-200,日本菜,拉麵,10683,268,4,189,9
多賀野 (K11 Musea) Takano Ramen (K11 Musea),梳士巴利道,$101-200,日本菜,拉麵,9047,270,3.6,124,29
松坂日本料理 Matsuzaka Japanese Restaurant,麼地道,$201-400,日本菜,壽司-刺身,1015,67,3.6,38,12
祥興記上海生煎包 (樂道) Cheung Hing Kee Shanghai Pan-fried Buns (Lock Road),樂道,$50以下,其他中菜,"點心,酒樓,山珍海味",7140,124,3.7,74,3
千両 (海港城) sen-ryo (Harbour City),廣東道,$201-400,日本菜,壽司-刺身,4421,76,3.9,46,5
千両 (美麗華廣場) sen-ryo (Mira Place One),彌敦道,$201-400,日本菜,壽司-刺身,2110,66,3.8,33,2
千両 (圓方) sen-ryo (Elements),柯士甸道,$201-400,日本菜,壽司-刺身,2920,63,3.9,26,2
鮨海 Sushi Ocean,加連威老道,$201-400,日本菜,壽司-刺身,2869,31,3.9,25,2
火間土 Ka Ma Do Japanese Restaurant,北京道,$201-400,日本菜,壽司-刺身,23990,605,3.5,251,92
十和田總本店 Towada Sushi,金馬倫道,$201-400,日本菜,壽司-刺身,43176,1328,4.2,1155,38
焱丸水產 Flame Japanese Cuisine,棉登徑,$201-400,日本菜,壽司-刺身,56253,1231,4.3,1077,25
大門橫丁 Dai Mon Yokocho,厚福街,$51-100,日本菜,"居酒屋,串燒",901,97,3.5,58,14
The Araki,廣東道,$801以上,日本菜,fine-dining,8570,14,4.4,9,0
炑八韓烤 (金巴利中心) MeokBang Korean BBQ & BAR (Kimberley House),金巴利道,$201-400,其他亞洲菜,烤肉,8612,180,4.1,148,4
石牆道韓國餐廳 Dol Dam Gil Korean Restaurant,金巴利道,$201-400,其他亞洲菜,烤肉,21411,367,4,178,24
頑固壽司 Ganko Sushi,河內道,$201-400,日本菜,壽司-刺身,8979,193,4.1,145,11
味一番 Aji Ichiban,山林道,$201-400,日本菜,壽司-刺身,5937,166,4.1,136,10
元氣一杯 Genki Ippai Japanese Farmhouse Style Restaurant,彌敦道,$201-400,日本菜,壽司-刺身,5524,135,3.6,79,14
Hokahoka,麼地道,$201-400,日本菜,扒房,21359,181,3.9,127,8
Bismillah Kebab House,彌敦道,$50以下,中東/地中海菜,"烤肉,咪嘥嘢食店,海鮮,咖喱",901,29,3.7,20,2
27 Kebab House Turkish Restaurant (赫德道),廣東道,$51-100,中東/地中海菜,烤肉,1293,15,3.7,6,0
梨泰園韓國餐廳 I Tae Won Korean Restaurant,柯士甸道,$101-200,其他亞洲菜,小食店,8572,143,3.7,95,11
珍珠皇宮印度餐廳 Moti Palace Indian Restaurant,彌敦道,$101-200,其他亞洲菜,"烤肉,咪嘥嘢食店,海鮮,咖喱",3660,188,4.4,163,0
南대門 Namdaemoon Korean B.B.Q. Restaurant,金巴利道,$101-200,其他亞洲菜,烤肉,1117,42,2.9,10,14
燒肉801 Yakiniku801,加連威老道,$101-200,日本菜,烤肉,639,30,4.4,29,0
喜來稀肉 Seorae,金巴利道,$101-200,其他亞洲菜,烤肉,32864,667,4.2,539,15
串酒里 KEBABEER,山林道,$101-200,日本菜,"居酒屋,串燒",22526,791,4.1,710,20
Zooba Bar & Grill,廣東道,$201-400,中東/地中海菜,"快餐店,少鹽少糖食店",1251,25,3.9,14,3
茶理史 Charles Tea Bar,厚福街,$50以下,其他中菜,甜品-糖水,3152,139,3.5,54,6
西樹泡芙 Chez Choux,港鐵尖東站,$50以下,日本菜,甜品-糖水,667,61,3.7,25,5
春芳號 Chun Fun How,加拿分道,$50以下,其他中菜,甜品-糖水,632,17,4.5,11,0
Tea Express Bar By Jrink,河內道,$50以下,西式,甜品-糖水,2186,33,4.3,25,0
Mille Mele Tokyo,彌敦道,$50以下,日本菜,甜品-糖水,1700,66,3.8,34,2
"TWIST & BUCKLE, Churros Specialists",漆咸道,$50以下,西式,甜品-糖水,9967,219,4,151,1
Owl's Choux,麼地道,$50以下,日本菜,甜品-糖水,22964,318,4.1,253,5
鮮芋仙 Meet Fresh,厚福街,$50以下,其他中菜,甜品-糖水,3575,161,4.2,99,2
Paul Lafayet,河內道,$50以下,西式,甜品-糖水,8920,537,3.9,378,22
嵐山日本料理 Arashiyama Japanese Restaurant,棉登徑,$201-400,日本菜,壽司-刺身,40503,683,4.2,595,10
木澗 Moku,金巴利道,$201-400,日本菜,壽司-刺身,3965,17,4.5,13,0
Aqua,中間道,$401-800,西式,fine-dining,9939,41,4,23,5
La Creation de Gute,河內道,$50以下,西式,"咖啡店,all-day-breakfast",2110,111,3.3,53,11
Gelato-go,彌敦道,$50以下,西式,甜品-糖水,5182,193,4.1,132,4
大苑子 DaYung’s,河內道,$50以下,其他中菜,"甜品-糖水,茶館,台式飲品,雪糕-乳酪",1669,128,4.4,114,1
嚐仙 T-Fresh,金馬倫道,$50以下,其他中菜,甜品-糖水,6591,226,3.4,80,22
Sweets House Cha Cha,廣東道,$50以下,日本菜,甜品-糖水,8290,341,3.7,222,14
新羅寶韓國餐廳 Sorabol Korean Restaurant,彌敦道,$201-400,其他亞洲菜,烤肉,10299,372,3.7,238,49
牛角日本燒肉專門店 (海港城) Gyu-Kaku (Harbour City),廣東道,$201-400,日本菜,"快餐店,少鹽少糖食店",10043,205,3.8,110,12
三木韓國料理 Sam Mok Korean Restaurant,堪富利士道,$201-400,其他亞洲菜,烤肉,2854,114,3.4,57,21
牛繁 (MW Plaza) Gyushige (MW Plaza),金巴利道,$201-400,日本菜,烤肉,24744,467,4.1,387,16
Futago HK大阪燒肉 Yakiniku Futago HK,棉登徑,$201-400,日本菜,烤肉,29133,150,4.2,110,1
名家韓國餐廳 Myung Ga Korean Restaurant,彌敦道,$201-400,其他亞洲菜,烤肉,16477,226,3.9,152,16
牛魔 Yakiniku More,棉登徑,$201-400,日本菜,烤肉,32427,774,4.4,700,17
驚安燒肉商店 Gekiyasu Yakiniku,金馬倫道,$201-400,日本菜,"居酒屋,串燒",32835,288,4.4,249,2
本家韓國料理 Born Ga Korea Restaurant,金馬倫道,$201-400,其他亞洲菜,烤肉,27331,154,3.8,88,18
天穴 ANA TEN,廣東道,$401-800,日本菜,壽司-刺身,22221,236,4.1,129,12
西村日本料理 Nishimura Restaurant,廣東道,$401-800,日本菜,"壽司-刺身,酒店餐廳,自助餐",5854,104,3.7,44,16
今佐日本料理 Imasa,梳士巴利道,$401-800,日本菜,"壽司-刺身,酒店餐廳,自助餐",4973,157,4,87,17
吉田舍料理 Kichi,金馬倫道,$401-800,日本菜,壽司-刺身,15684,77,3.7,48,9
嵯峨野 Sagano,麼地道,$401-800,日本菜,"壽司-刺身,酒店餐廳,自助餐",6200,134,3.9,82,11
暹 Siam Thai Restaurant,諾士佛臺,$101-200,其他亞洲菜,酒吧,2466,39,4.1,25,2
Port,諾士佛臺,$201-400,西式,酒吧,2139,47,3.8,38,2
FINDS,金巴利道,$201-400,西式,"扒房,浪漫情調,酒店餐廳,慶祝紀念日,無翅餐廳",16787,261,3.9,180,10
海鮮生蠔吧 Island Seafood & Oyster Bar,諾士佛臺,$401-800,西式,酒吧,1038,119,3.8,86,12
Papa Razzi Terrazza Italiana,諾士佛臺,$201-400,西式,"動物友善餐廳,酒,酒吧",304,51,3.1,25,14
鉄火堂 TEKKA,漆咸道,$51-100,日本菜,中菜館,1483,45,4.3,36,1
百味堂 Baekmidang,梳士巴利道,$51-100,其他亞洲菜,"海鮮,浪漫情調,慶祝紀念日,飲o野傾計",730,47,4,23,1
Chateraise (尖東站),港鐵尖東站,$51-100,日本菜,朱古力-糖果店,389,8,3.9,4,1
Chateraise,河內道,$51-100,日本菜,甜品-糖水,212,6,4.1,5,1
京都抹茶庵 Kyoto Matcha An Green Tea Specialist,河內道,$51-100,日本菜,甜品-糖水,5302,139,3.7,57,12
DALLOYAU,廣東道,$51-100,西式,甜品-糖水,5474,131,3.8,69,3
Smile Yogurt & Dessert Bar,河內道,$51-100,西式,甜品-糖水,913,31,4.3,25,1
淳•生活咖啡館 Naturally Choice Cafe,彌敦道,$51-100,西式,"雪糕-乳酪,咖啡店,西式糕點",5188,55,3.4,22,7
Butterfly Patisserie,梳士巴利道,$51-100,西式,"咖啡店,雪糕-乳酪,果汁,茶館",5414,86,4.3,63,0
JuniJib Dessert,加拿分道,$51-100,其他亞洲菜,甜品-糖水,3484,61,3.6,31,7
牛角Buffet (美麗華廣場) Gyu-Kaku Buffet (Mira),彌敦道,$201-400,日本菜,"快餐店,少鹽少糖食店",4718,75,4.1,42,4
牛八和牛燒肉屋 Express (The ONE) Gyuhachi Wagyu Yakiniku Restaurant Express (The ONE),彌敦道,$201-400,日本菜,烤肉,5378,48,3.7,20,4
燒肉臻 Yakiniku Shin,寶勒巷,$201-400,日本菜,烤肉,18179,402,4.6,380,3
Beefar's 鹿兒島燒肉,金馬倫道,$201-400,日本菜,烤肉,22404,267,4.3,219,11
梵日本焼鳥 BON Japanese Yakitori Bar,厚福街,$201-400,日本菜,"居酒屋,串燒",7446,21,3.8,11,2
和牛燒肉‧純 Japanese Wagyu Yakiniku Pure,加連威老道,$401-800,日本菜,烤肉,36757,630,4.4,560,6
燒肉の牛太・本陣 (H8大廈) Honjin (H8),厚福街,$401-800,日本菜,烤肉,12717,193,4.3,158,4
城八日本料理 Sen Pachi,棉登徑,$801以上,日本菜,壽司-刺身,3146,88,4.4,74,3
"灘萬日本料理（九龍香格里拉） (九龍香格里拉大酒店) Nadaman (Kowloon Shangri-La) (Kowloon Shangri-la Hotel, Hong Kong)",麼地道,$801以上,日本菜,"自助餐,酒店餐廳",6606,119,3.7,63,19
家- 壽司及鐵板燒 IE Sushi & Teppanyaki,梳士巴利道,$801以上,日本菜,壽司-刺身,2573,21,3.9,9,3
鮨真 Sushi Ma Japanese Restaurant,亞士厘道,$801以上,日本菜,壽司-刺身,13951,519,4.4,489,4
PAN de PAIN Pancake & Sweets (K11購物藝術館),河內道,$51-100,日本菜,甜品-糖水,35946,1067,3.6,505,96
帝苑餅店 Fine Foods,麼地道,$51-100,西式,"甜品-糖水,日式西餐廳,沙律",16378,711,4,529,20
茶木‧台式休閒餐廳 TeaWood Taiwanese Cafe & Restaurant,彌敦道,$51-100,其他中菜,"甜品-糖水,咖啡店,樓上cafe",5283,170,3.6,81,15
Il Bel Paese,麼地道,$51-100,西式,"甜品-糖水,日式西餐廳,沙律",216,4,4.3,2,0
Elephant Grounds,梳士巴利道,$101-200,西式,"甜品-糖水,咖啡店,樓上cafe",12325,98,3.9,56,6
幸福班戟 (K11 Musea) A Happy Pancake (K11 Musea),梳士巴利道,$101-200,日本菜,甜品-糖水,8133,236,3.5,87,21
牧羊少年咖啡館 (K11購物藝術館) The Alchemist Café (K11 Art Mall),河內道,$101-200,西式,"咖啡店,all-day-breakfast",22595,351,3.7,190,12
半島精品店與咖啡廳 The Peninsula Boutique & Café,梳士巴利道,$101-200,西式,甜品-糖水,3147,290,4,196,10
HABITŪ table (美麗華廣場),彌敦道,$101-200,西式,"快餐店,少鹽少糖食店",6743,263,3.5,117,25
Gram cafe & pancakes,彌敦道,$101-200,日本菜,甜品-糖水,20016,1407,3.7,976,146
一慶,麼地道,$801以上,日本菜,壽司-刺身,676,4,3.4,2,1
伊呂波燒肉 Iroha,金馬倫道,$401-800,日本菜,烤肉,7715,263,3.8,185,26
鮨鎧 Sushi Yoroi,寶勒巷,$801以上,日本菜,壽司-刺身,861,11,4.4,5,0
古今 KOKOn,漆咸道,$51-100,日本菜,壽司-刺身,468,16,3.9,14,0
創壽司 Create Sushi,山林道,$51-100,日本菜,壽司-刺身,66,4,4.2,3,0
定食 Doraya Japanese Restaurant Doraya,金馬倫道,$101-200,日本菜,壽司-刺身,865,158,3.6,102,16
吉日本料理 Kichi,漆咸道,$101-200,日本菜,壽司-刺身,25,3,3.1,2,1
千両 sen-ryo,柯士甸道,$201-400,日本菜,壽司-刺身,786,121,3.4,64,13
婆婆珈琲屋 Grandmama Cafe,彌敦道,$101-200,西式,甜品-糖水,32851,427,3.8,242,17
一起果醬 Let's Jam,松山道,$101-200,西式,"咖啡店,all-day-breakfast",36301,817,4,642,31
BRICK LANE Gallery,棉登徑,$101-200,西式,"咖啡店,all-day-breakfast",43215,557,4,386,37
LIFETASTIC Patisserie (The ONE),彌敦道,$101-200,西式,甜品-糖水,10094,451,4,295,19
臺北棧 (海港城) CHECK IN TAIPEI (Harbour City),廣東道,$101-200,其他中菜,甜品-糖水,7185,161,4.5,139,4
濃 Rich Cafe,漆咸道,$101-200,日本菜,甜品-糖水,79,4,4.5,4,0
La Postre (厚福街),厚福街,$101-200,西式,甜品-糖水,32471,546,4,373,31
Aqua,北京道,$401-800,西式,fine-dining,62081,530,3.6,262,88
魚尚 Uo-Show,柯士甸道,$50以下,日本菜,壽司-刺身,94,4,3.5,1,0
龍門金閣海鮮酒家 Jumping Dragon Seafood Restaurant,柯士甸道,$101-200,港式/粵菜,"點心,酒樓,山珍海味",1731,36,4.1,29,2
Da Filippo Trattoria,廣東道,$201-400,西式,酒吧,15220,286,3.9,170,24
Joia,柯士甸道,$201-400,西式,"動物友善餐廳,酒,酒吧",18850,193,3.8,117,18
Friday Bar & Restaurant,加拿分道,$201-400,西式,"居酒屋,串燒",46,21,4.4,21,0
agnès b. Café LPG,河內道,$201-400,西式,"海鮮,浪漫情調,慶祝紀念日,飲o野傾計",2926,126,3.7,61,10
ATUM Restaurant,河內道,$201-400,西式,甜品-糖水,67875,919,4,707,35
彌敦左岸 Nathan Left,赫德道,$201-400,西式,酒吧,32454,923,4.2,821,14
La Famille,河內道,$201-400,日本菜,甜品-糖水,5112,277,4.4,244,2
La Famille,廣東道,$201-400,日本菜,甜品-糖水,2599,184,4.4,154,0
廷廊 Palm Court,北京道,$201-400,西式,"酒店餐廳,酒,飲o野傾計,酒吧",13618,208,3.7,107,16
agnès b. Café LPG,彌敦道,$201-400,西式,甜品-糖水,918,39,3.7,23,2
181 FORTNUM & MASON,梳士巴利道,$801以上,西式,fine-dining,16703,182,4,119,15
齒留香長洲糯米糍,厚福街,$50以下,港式/粵菜,甜品-糖水,144,4,4.2,4,0
和櫻屋 Wasakuraya,河內道,$50以下,日本菜,甜品-糖水,150,11,4.1,8,0
糖仁街 China Town Dessert,厚福街,$50以下,其他中菜,甜品-糖水,287,139,2.8,41,40
Smile Yogurt & Dessert Bar,河內道,$51-100,西式,甜品-糖水,2651,158,3.9,98,2
Smile Yogurt & Dessert Bar,河內道,$51-100,西式,甜品-糖水,1138,127,3.8,98,3
Vivienne Westwood Café,廣東道,$51-100,西式,甜品-糖水,2188,51,3.3,20,9
植作茶,山林道,$50以下,其他中菜,台式飲品,1812,58,4.3,41,2
歇腳亭 Sharetea,加拿分道,$50以下,其他中菜,台式飲品,451,19,3.5,7,2
小黑糖 (宏生大廈） Baroness （Houng Sun Building）,加拿分道,$50以下,其他中菜,"快餐店,少鹽少糖食店",5717,347,4.3,270,4
吃茶三千 (海港城) Chi Cha San Chen (Harbour City),廣東道,$50以下,其他中菜,台式飲品,1570,78,4,40,4
不要對我尖叫，日常茶間， (戲曲中心) Space Between Daily Tea Time By Don't Yell at Me (Xiqu Centre),柯士甸道,$50以下,其他中菜,"快餐店,少鹽少糖食店",946,36,4,17,2
茶伴 TEA BUDDY,柯士甸道,$50以下,其他中菜,台式飲品,572,13,3.9,6,0
春陽茶事 (樂道) Chun Yang Tea (Lock Road),樂道,$50以下,其他中菜,台式飲品,249,4,4.2,2,0
茶色生香 (金巴利道) Celestial Teaing (Kimberley Road),金巴利道,$50以下,其他中菜,台式飲品,355,3,3.2,1,0
歇腳亭 (加連威老道) Sharetea (Granville Road),加連威老道,$50以下,其他中菜,台式飲品,430,5,2.6,0,2
鐵牛台灣牛肉麵 Iron Cow Taiwanese Beef Noodles,金巴利道,$51-100,其他中菜,粉麵-米線,4090,211,3.8,138,9
Y Show Tasty,厚福街,$201-400,西式,酒吧,30635,444,4.2,339,16
Zoe,彌敦道,$51-100,西式,"咖啡店,沙律,飲o野傾計,西式糕點",353,13,3.3,5,1
La Famille,廣東道,$201-400,日本菜,甜品-糖水,1636,114,4.4,104,0
台灣霧之戀,加拿分道,$50以下,其他中菜,甜品-糖水,437,68,3.9,52,5
星林居雲南米線餐廳 Sing Lum Khui Sour & Spicy Rice Noodle Restaurant,樂道,$50以下,其他中菜,粉麵-米線,8214,314,3,87,76
譚仔雲南米線 Tamjai Yunnan Mixian,漆咸道,$50以下,其他中菜,粉麵-米線,1620,71,3.7,32,3
德發牛丸粉麵 Tak Fat Beef Ball,海防道,$50以下,港式/粵菜,粉麵-米線,5610,297,3.2,163,30
